270.074,1.135
271.236,1.162
272.39,1.154
273.501,1.111
274.676,1.175
275.834,1.158
276.927,1.093
278.065,1.138
279.175,1.11
280.293,1.118
281.473,1.18
282.591,1.118
283.691,1.1
284.823,1.132
285.931,1.108
287.014,1.083
288.138,1.124
289.238,1.1
290.319,1.081
291.435,1.116
292.584,1.149
293.77,1.186
295.046,1.276
296.269,1.223
297.474,1.205
298.721,1.247
299.936,1.215
301.112,1.176
302.357,1.245
303.563,1.206
304.746,1.183
305.995,1.249
307.211,1.216
308.403,1.192
309.653,1.25
310.899,1.246
312.11,1.211
313.354,1.244
314.57,1.216
315.748,1.178
316.929,1.181
318.121,1.192
319.231,1.11
320.363,1.132
321.511,1.148
322.628,1.117
323.77,1.142
324.957,1.187
326.088,1.131
327.245,1.157
328.425,1.18
329.554,1.129
330.715,1.161
331.898,1.183
333.033,1.135
334.227,1.194
335.386,1.159
336.527,1.141
337.723,1.196
338.871,1.148
340.026,1.155
341.219,1.193
342.376,1.157
343.532,1.156
344.72,1.188
345.876,1.156
347.039,1.163
348.207,1.168
349.329,1.122
350.43,1.101
351.567,1.137
352.72,1.153
353.851,1.131
355.051,1.2
356.248,1.197
357.388,1.14
358.589,1.201
359.783,1.194
360.889,1.106
362.052,1.163
363.209,1.157
364.306,1.097
365.455,1.149
366.576,1.121
367.683,1.107
368.842,1.159
369.972,1.13
371.09,1.118
372.241,1.151
373.357,1.116
374.497,1.14
375.657,1.16
376.776,1.119
377.902,1.126
379.055,1.153
380.157,1.102
381.295,1.138
382.47,1.175
383.596,1.126
384.748,1.152
385.928,1.18
387.075,1.147
388.212,1.137
389.377,1.165
390.525,1.148
391.657,1.132
392.84,1.183
394.031,1.191
395.175,1.144
396.365,1.19
397.542,1.177
398.718,1.176
399.931,1.213
401.13,1.199
402.293,1.163
403.498,1.205
404.671,1.173
405.812,1.141
407.014,1.202
408.194,1.18
409.347,1.153
410.54,1.193
411.689,1.149
412.846,1.157
414.042,1.196
415.175,1.133
416.308,1.133
417.475,1.167
418.589,1.114
419.71,1.121
420.849,1.139
421.941,1.092
423.029,1.088
424.192,1.163
425.301,1.109
426.388,1.087
427.516,1.128
428.632,1.116
429.726,1.094
430.888,1.162
432.036,1.148
433.137,1.101
434.238,1.101
435.273,1.035
436.246,0.973
437.208,0.962
438.239,1.031
439.223,0.984
440.28,1.057
441.437,1.157
442.622,1.185
443.744,1.122
444.929,1.185
446.1,1.171
447.19,1.09
448.309,1.119
449.479,1.17
450.646,1.167
451.831,1.185
453.086,1.255
454.278,1.192
455.43,1.152
456.664,1.234
457.856,1.192
459.008,1.152
460.203,1.195
461.416,1.213
462.587,1.171
463.794,1.207
465.015,1.221
466.183,1.168
467.397,1.214
468.615,1.218
469.773,1.158
470.929,1.156
472.118,1.189
473.265,1.147
474.349,1.084
475.416,1.067
476.477,1.061
477.555,1.078
478.635,1.08
479.793,1.158
481.024,1.231
482.171,1.147
483.29,1.119
484.437,1.147
485.603,1.166
486.768,1.165
487.879,1.111
489.004,1.125
490.157,1.153
491.279,1.122
492.369,1.09
493.531,1.162
494.683,1.152
495.803,1.12
496.883,1.08
497.984,1.101
499.042,1.058
500.021,0.979
500.953,0.932
501.858,0.905
502.812,0.954
503.796,0.984
504.823,1.027
505.863,1.04
506.954,1.091
508.011,1.057
509.151,1.14
510.277,1.126
511.335,1.058
512.381,1.046
513.46,1.079
514.552,1.092
515.629,1.077
516.775,1.146
518.036,1.261
519.268,1.232
520.449,1.181
521.657,1.208
522.854,1.197
524.01,1.156
525.158,1.148
526.311,1.153
527.395,1.084
528.531,1.136
529.682,1.151
530.833,1.151
531.927,1.094
533.054,1.127
534.186,1.132
535.26,1.074
536.362,1.102
537.501,1.139
538.6,1.099
539.768,1.168
540.936,1.168
542.059,1.123
543.207,1.148
544.361,1.154
545.447,1.086
546.573,1.126
547.707,1.134
548.807,1.1
549.942,1.135
551.111,1.169
552.249,1.138
553.405,1.156
554.604,1.199
555.763,1.159
556.867,1.104
558.025,1.158
559.172,1.147
560.26,1.088
561.382,1.122
562.508,1.126
563.594,1.086
564.628,1.034
565.675,1.047
566.857,1.182
567.925,1.068
569.004,1.079
570.142,1.138
571.29,1.148
572.387,1.097
573.519,1.132
574.68,1.161
575.818,1.138
576.929,1.111
578.065,1.136
579.171,1.106
580.205,1.034
581.275,1.07
582.352,1.077
583.363,1.011
584.371,1.008
585.47,1.099
586.457,0.987
587.445,0.988
588.558,1.113
589.543,0.985
590.553,1.01
591.653,1.1
592.732,1.079
593.673,0.941
594.687,1.014
595.646,0.959
596.6,0.954
597.575,0.975
598.529,0.954
599.56,1.031
600.675,1.115
601.717,1.042
